;zcrAvg;changeSign;energyValue;rmseValue;centAvg;rollOff85_Avg;rollOff10_Avg;spectralFlux;mfcc1;mfcc2;mfcc3;mfcc4;mfcc5;mfcc6;mfcc7;mfcc8;mfcc9;mfcc10;mfcc11;mfcc12;mfcc13;mfcc14;mfcc15;mfcc16;mfcc17;mfcc18;mfcc19;mfcc20;mfcc21;mfcc22;mfcc23;mfcc24;mfcc25;mfcc26;mfcc27;mfcc28;mfcc29;mfcc30;class
10;0.09345561594202899;17394;0.0009172818595641418;0.030286661074889944;3652.0430274939285;7297.820991847826;217.7662194293478;1.4674335;-210.78975;127.61841;-41.230156;49.128685;-18.821583;12.666097;-11.135973;17.012451;-9.085981;16.50126;-5.6361485;4.6197963;-5.910906;6.436631;-1.9529221;2.5127964;5.483915;3.1467385;1.5522546;-3.056064;-1.4179281;-4.554839;-2.6806295;1.7606505;3.9992938;1.1263316;-0.15283197;6.073742;-6.4908133;5.0819426;jackhammer
11;0.09159024003623188;17080;0.0009839584403027258;0.03136811249997339;3574.277485371022;7074.062924592391;205.40803328804347;1.4269304;-211.06866;128.69138;-44.51004;46.941372;-18.963299;13.36432;-8.651033;18.417582;-7.3978763;17.586996;-3.7366855;4.5873766;-5.866883;6.152525;-1.1419024;2.7488804;6.122931;6.037929;2.6953008;-1.686135;-2.8547685;-5.042569;-3.4537272;2.157499;5.809933;2.0085096;0.89856124;5.197085;-6.1095457;4.747371;jackhammer
12;0.08681923686594203;16412;0.0009489167341134853;0.0308044908257518;3526.3393902450125;7053.778023097826;219.0145210597826;1.487682;-215.33177;130.91626;-36.82401;53.15053;-20.015816;11.843481;-12.318149;14.201349;-12.801717;13.030486;-5.8174334;1.7318367;-5.9371934;4.271968;-1.8000767;1.0313697;4.2643156;5.239172;-0.25485364;-5.453407;-3.6262603;-2.828307;-6.15898;1.3099953;-0.13143049;-0.4163181;-1.5894823;3.0356796;-4.979031;1.6215568;jackhammer
13;0.08575492527173913;16100;0.0009906814850813015;0.03147509094873549;3513.2238608001007;7127.427819293478;220.5748980978261;1.5310779;-216.41438;131.0331;-36.4798;50.528107;-19.989697;13.141049;-11.3909025;15.142122;-11.688821;12.513969;-4.601788;4.7868977;-7.3498344;3.9864597;-0.7818064;0.4925526;4.691828;6.2433596;0.361117;-4.786595;-4.5032644;-3.568997;-5.6475725;1.5243796;0.42971694;0.25380027;-2.229474;2.5510697;-4.5640574;2.4293942;jackhammer
14;0.09845589900362318;18325;0.0010797735144976275;0.03285990587248714;3638.9478656333313;6981.189283288043;250.7213824728261;1.4689095;-204.22763;128.19933;-41.993416;54.543987;-20.925459;10.271142;-10.212491;13.637551;-13.188725;13.380913;-6.297784;1.0550596;-6.2632117;3.8470986;-1.5869151;2.301406;4.671887;5.9134784;-1.1286232;-6.0301723;-1.9024819;-3.1411974;-6.7696967;2.925623;0.08375627;-0.5982687;-0.9918457;2.9492726;-5.1769276;3.421013;jackhammer
15;0.10112658514492753;19056;0.001048573390269998;0.03238168143861346;3685.9681645151686;6983.498641304348;278.74575407608694;1.495439;-203.54633;126.72663;-44.2672;54.241776;-21.036348;8.934801;-9.89788;13.621632;-13.155893;12.658755;-5.5803313;-0.7845024;-8.822839;3.4373803;-1.5480058;2.6516848;5.1508236;6.287892;-1.6635435;-5.376571;-1.0529534;-2.9980404;-6.1378717;3.4766326;1.1684515;-0.64076734;-0.02108799;3.1058586;-4.391518;4.2594595;jackhammer
16;0.07640540081521739;14553;0.0008973241991509533;0.02995537074675448;3400.7453855408526;6916.027938179348;237.9887058423913;1.6214164;-228.15027;135.1706;-33.626617;53.389236;-19.848368;12.960731;-12.51257;10.702609;-16.59036;11.975241;-5.5475698;-4.774116;-10.182605;2.6321592;-3.2972565;5.8577876;6.069659;6.069435;0.7940952;-3.6245236;-1.9656142;-2.6372714;-5.5569115;1.5537924;2.8202822;-2.360431;1.8052946;2.7554271;-5.9771867;4.117956;jackhammer
17;0.09468127264492754;17962;0.0009847317752801103;0.0313804370395615;3609.5910431396323;6881.387567934783;291.47843070652175;1.5236849;-209.34009;128.7288;-42.474953;53.46336;-20.57941;7.680334;-10.814911;12.080789;-15.493843;11.503993;-7.3126225;-4.1847506;-9.765832;3.1820354;-3.1577375;4.294974;5.818063;6.0530634;0.12629846;-3.400376;-1.657165;-2.4745967;-4.8674264;2.1602118;3.1462367;-1.5805595;0.4426252;3.048258;-5.1224146;4.629243;jackhammer
18;0.059161288496376814;11331;0.0006595523129676675;0.025681748931320435;2980.6492117344433;6349.611073369565;169.8314368206522;1.621266;-262.38525;147.77608;-30.430927;52.21398;-19.683788;13.820508;-8.5891485;10.20557;-12.575207;11.064397;-2.2523184;-1.0539939;-8.129747;2.299294;-1.5672684;6.406838;7.146164;5.1026034;-1.2582444;-4.89085;-3.2239597;-1.7673428;-4.6546254;1.7100673;1.6481136;-2.8289788;2.4698334;3.7832499;-5.0696216;3.9141912;jackhammer
19;0.10630661231884057;19604;0.001174378409769673;0.034269203743760565;3797.8303493224307;7288.084239130435;289.7932235054348;1.5399181;-198.41084;124.50358;-50.19555;53.821823;-23.799213;15.285578;-8.953444;13.5258;-9.697696;14.442529;-4.0204716;2.5839505;-11.724919;2.6373792;-2.7509797;7.932533;2.2795742;5.1183968;1.4897128;-6.8084793;-3.9023125;-8.17099;-6.031119;4.4446383;-1.9342879;1.2028356;-0.88813776;2.947847;-4.5268044;4.1901083;jackhammer
20;0.09852202599789917;6291;0.0009815960631145437;0.031330433538097634;3414.127032927936;6610.150505514706;287.5315946691176;1.4510314;-222.13112;137.58456;-49.181404;51.427727;-23.10569;9.567169;-10.629594;9.175958;-11.066868;12.553983;-6.4269624;5.5273013;-10.044662;5.2307353;-0.8207618;5.994572;4.2490673;4.391425;-1.6418016;-3.729317;-3.335452;-2.6422825;-2.5324867;0.44571915;1.284407;0.7045483;-3.0999544;4.582004;-7.4689107;2.4283378;jackhammer
21;0.09667827219202899;17950;0.001053430835161637;0.032456601099402196;3714.2887321422445;7259.622961956522;225.63051970108697;1.5256767;-207.1532;126.43933;-43.213135;57.700714;-22.628147;15.29908;-7.2713165;13.048802;-9.567721;13.202246;-5.511717;1.7308506;-10.833057;3.2109082;-3.789251;9.53704;3.6347995;3.6013134;1.7155787;-6.211056;-3.001815;-6.805129;-5.751924;4.6599255;-1.9834547;-0.5463609;0.70214564;3.337058;-4.1902695;3.1852186;jackhammer
22;0.08863649230072464;16539;0.0012389081765431453;0.03519812877757308;3600.516220128871;7093.099524456522;198.7296195652174;1.5461723;-208.28404;127.58573;-41.21734;58.699917;-20.056097;15.070932;-6.9904637;10.365518;-8.014215;14.499643;-4.2342567;-2.8034706;-10.144415;4.8599315;-2.558723;8.407424;5.732546;3.8597798;3.6025002;-6.219582;-2.9005952;-6.704713;-5.4066205;4.2488446;0.42797688;-1.7394892;3.381694;3.7256742;-1.8193835;1.7946504;jackhammer
23;0.07495471014492754;14242;0.0011272397335668454;0.03357438829722044;3237.733635976502;6508.831946331522;185.4976222826087;1.5429659;-227.32867;139.12744;-40.045322;54.51002;-18.542414;13.455084;-7.813503;8.107412;-7.4243045;14.785647;-2.4790893;-5.1263447;-8.062877;4.8240657;-1.5632442;6.579818;6.738958;2.8981109;1.6977805;-6.0203485;-3.8788755;-5.1030803;-5.0038657;3.5158565;2.0073314;-1.7328235;2.5406528;2.5405037;-1.8928918;2.0293343;jackhammer
24;0.10352977807971014;19537;0.0011380535936974941;0.03373504659515141;3893.7426501968125;7759.567764945652;286.7972995923913;1.5150245;-200.06123;120.7591;-45.357285;53.070415;-22.207714;16.050043;-17.262966;11.873446;-11.323558;14.635176;-0.9062423;3.7455704;-5.5333023;5.7987843;0.44975072;2.791919;0.56696564;6.003915;0.9896129;-2.8601937;-5.515987;-6.0344243;-9.427297;3.5962644;1.8369553;1.0464592;-0.5569958;1.1339906;-3.344286;4.604574;jackhammer
25;0.11215183423913043;20508;0.0014581177020099338;0.03818530788622932;4141.452725338786;8273.493546195652;234.6182914402174;1.4183164;-188.12476;114.08718;-39.59697;62.011063;-19.352217;24.922733;-14.916978;12.684533;-12.292931;17.29977;-5.781928;1.3427194;-8.334871;5.6895285;-2.218808;-0.38350612;-1.4480777;6.2553625;0.7617306;-5.89604;-4.620683;-3.4879203;-7.89923;7.5166545;-0.37345347;2.3413973;2.2669895;3.294618;0.26147726;4.454216;jackhammer
26;0.09944944519927536;18259;0.0011968600687865824;0.03459566763847675;4034.55646283093;8324.112177309782;210.27640964673913;1.4845628;-206.51904;118.695145;-34.383015;62.497803;-20.843674;25.347467;-16.5791;13.725388;-11.903829;16.840029;-6.413567;1.023877;-8.397233;3.652853;-2.3821294;0.22606325;0.49905944;5.258199;0.5623097;-6.7161007;-1.8867446;-3.8060462;-6.778195;8.936061;-1.6272118;2.4965048;3.2985644;2.1608236;0.26598772;2.4715624;jackhammer
27;0.1083290874094203;20280;0.0012866207239933501;0.0358694975747186;4028.5535993892927;7993.749150815217;248.47443953804347;1.4781709;-193.38837;115.93598;-42.58118;58.072765;-20.044601;21.458021;-14.810597;11.001409;-9.9006195;15.477987;-1.6011454;1.5147988;-7.6869164;6.254051;-0.09063619;1.3657324;-0.7154167;7.16846;0.45304325;-4.6564484;-5.137171;-4.643738;-8.258263;5.0949416;1.5302256;2.2231781;1.0423625;3.1449034;-1.8553725;4.8614073;jackhammer
28;0.010340240036231884;2531;0.00018487488449271946;0.013596870755077362;1320.564351275087;2792.7004076086955;32.89274796195652;1.1881129;-459.09555;168.85869;-25.831272;35.465607;8.66923;17.595037;21.707462;16.213997;21.41716;13.557589;16.242195;6.013055;5.908113;6.9680853;3.432772;3.6820326;-1.0248629;-3.3457007;-2.7291982;0.23183583;1.6693246;0.5849571;-2.625477;-3.1098032;-1.0079507;-1.7971011;0.18607403;-0.3360272;-3.0370758;-2.1618702;engine_idling
29;0.009733072916666667;2494;0.0002423851043848501;0.015568721268840605;1268.1255261821386;2641.4686650815215;34.952445652173914;1.205377;-459.61685;167.5888;-22.298952;32.079533;11.351349;15.258796;22.491104;16.063147;20.999123;14.168722;15.68647;7.3878837;6.2534237;7.160041;2.823867;3.777215;-0.3404018;-2.3233001;-2.2297547;-0.45559543;1.5825677;-0.66299623;-3.650056;-3.2396512;-0.7257122;-1.1504377;0.28399637;-1.0078238;-3.0777595;-1.6421797;engine_idling
30;0.00858101222826087;2481;9.87724519400427e-05;0.009938432550501522;1288.833764893565;2650.3316066576085;37.44904891304348;1.2040215;-481.6837;178.52509;-27.338343;35.22218;9.291191;16.971031;17.074802;14.607506;18.385685;12.448954;17.370598;6.3638444;6.325494;4.741503;0.26513636;2.2251494;-1.0767481;-1.1022182;-0.5939052;-1.5521396;-1.1948011;-2.6170013;-4.565577;-2.3311708;0.45534548;-2.4730444;-2.9424272;-3.4730227;-4.5548587;-0.90735745;engine_idling
31;0.008837182971014493;2610;0.00019055069171094438;0.013804009551221144;1285.1097827324718;2612.258406929348;57.29704483695652;1.1878935;-465.4999;169.21744;-19.921991;26.303022;12.573551;12.548469;21.844042;15.78366;19.728275;13.373789;14.257331;7.070206;5.311813;7.074649;2.393278;2.715732;-1.099027;-2.442855;-1.838126;-1.8623629;-0.44294563;-2.122903;-4.4706244;-4.096043;-2.4230719;-2.5294528;-0.7592973;-1.1217114;-3.3346143;-2.8831449;engine_idling
32;0.008501754981884059;2769;7.92055968114485e-05;0.00889975248952454;1358.7018975145088;2802.686820652174;56.922554347826086;1.1935402;-483.32535;185.27321;-34.873188;36.597122;5.978466;17.572372;15.182722;16.827902;17.025705;13.4261265;14.621948;5.6894817;5.2634506;4.271755;-0.7238297;0.2947986;-1.5383655;-1.6898048;-0.94086283;-3.290257;-1.4703621;-2.666295;-4.109573;-3.885143;-0.72959477;-2.8168457;-2.9285083;-2.4686153;-4.2346215;-1.4366338;engine_idling
33;0.00936226222826087;2768;8.001360771276381e-05;0.008945032772199673;1345.1008854626493;2766.735733695652;46.18716032608695;1.1958625;-482.71747;183.29602;-32.28517;37.581436;5.395838;18.589066;14.143221;16.346897;16.545729;13.576393;16.395462;6.3647346;5.1665626;3.6821997;-1.2302868;0.0007298566;-1.2736926;-2.0436234;-0.6296931;-2.2489245;-0.8905415;-3.4759974;-4.703746;-3.3147497;-0.9058959;-3.2089581;-3.0558922;-2.9313064;-4.8630633;-1.232708;engine_idling
34;0.08314792798913044;15181;0.0012818068654352809;0.03580233022967298;3621.4921246068807;7732.604449728261;170.5180027173913;1.5302925;-215.40541;129.0952;-27.946875;62.616207;-22.614824;22.124548;-15.667111;8.96718;-11.028834;14.825863;-3.1970773;-2.0052116;-4.5232253;2.1056263;-1.5567371;3.5802739;4.735543;8.948512;1.8510716;-4.6518526;1.9749873;-5.168108;-5.351657;8.184591;1.342083;3.3223236;2.0302129;1.3504974;-0.74806094;4.364212;jackhammer
35;0.08951398324275363;16474;0.0010078891615481736;0.03174726835802374;3800.523306092944;8055.664911684783;191.30222486413044;1.5093911;-219.47534;125.135826;-29.16822;62.4293;-22.526585;23.141342;-16.470587;11.8681965;-11.409265;13.715912;-5.3983707;-0.542119;-6.847952;2.7441216;-2.9325955;2.086967;2.405678;7.133238;0.9388046;-6.407054;0.93940914;-4.9393864;-6.1109905;9.084532;-0.57181394;3.2698214;1.6969641;1.4105463;-0.46870735;3.6399875;jackhammer
36;0.00979393115942029;2961;7.222133025222932e-05;0.008498312928188147;1414.978752921087;2888.569972826087;76.83296535326087;1.1785184;-481.90417;187.63438;-37.07043;36.16649;1.9655147;17.009083;14.423661;17.523445;16.037039;12.915463;13.1065235;4.5716114;4.014494;5.175318;0.87172073;1.5649914;-2.9250786;-3.382819;-2.343765;-3.5434704;-1.612391;-3.1040637;-4.4377832;-4.1200867;-1.852331;-3.5439694;-2.943258;-1.3599781;-4.049079;-2.2692628;engine_idling
37;0.009414628623188405;2961;7.1364334168093e-05;0.008447741621861932;1418.1621453498092;2898.6812160326085;75.08534307065217;1.1870441;-481.24146;187.26622;-36.960167;36.279472;2.756878;16.974623;14.083979;17.402678;16.519876;13.869243;13.493561;4.428585;4.028422;4.955892;0.35794672;1.2918775;-2.2345786;-2.3756545;-1.4059529;-3.5734031;-2.0537572;-3.882119;-4.590231;-3.743938;-1.218802;-3.307468;-3.1887176;-2.0601623;-4.120056;-1.3741834;engine_idling
38;0.00946982563405797;3000;8.265095076340322e-05;0.009091256760207143;1386.3157524355893;2828.0897588315215;79.20473845108695;1.176832;-482.03824;186.82462;-35.706158;35.89427;1.8203278;17.410782;15.6715355;18.535639;17.2157;12.329345;13.565208;4.644738;4.419057;5.054742;1.7246764;1.3919514;-2.862617;-3.946991;-2.48502;-3.5074522;-0.83612275;-2.987473;-4.3300123;-5.4151382;-3.1087618;-4.0046453;-2.0861657;-0.97572184;-3.9107096;-2.9427967;engine_idling
39;0.008636209239130435;3030;6.667081980378433e-05;0.00816521981967934;1429.0863694740592;2939.1886039402175;71.15319293478261;1.1955285;-483.6247;186.18475;-36.878895;37.634113;3.019417;18.428324;13.543226;18.162716;16.121649;14.385134;12.834409;5.0614557;3.420247;4.748366;-1.1539167;0.9524239;-2.6222975;-1.7687722;-1.4380391;-3.1057553;-1.5524486;-3.216296;-4.6269126;-4.0475607;-0.89729536;-2.858695;-2.9104385;-2.6214993;-4.253379;-1.0166187;engine_idling
40;0.07298177083333333;13478;0.0013952392369966332;0.03735290009483865;3376.926738355719;7154.515964673913;145.9264605978261;1.5508637;-220.72171;136.68134;-31.991276;61.133266;-22.778385;23.025507;-12.154271;7.9847655;-11.428415;16.77142;-0.489958;-0.3098733;-3.5578656;2.5308294;1.1482283;4.8330374;4.797505;7.7920575;-0.036137898;-3.6023204;0.23533688;-3.7865698;-4.574283;7.6266475;2.2291157;1.986687;2.6756485;3.906608;-2.8300822;2.3683174;jackhammer
41;0.06227779664855072;11560;0.0018561177557675716;0.0430826862968344;2471.187525218845;4396.081436820652;393.1525985054348;1.3304484;-242.51974;161.30759;-49.531322;3.2819927;-22.723293;7.871956;-14.525145;3.1083312;-10.170758;-0.6536182;-1.1214131;-1.7795854;-7.0083933;-0.9250214;-6.819381;1.3007505;-6.4167185;-2.202898;-4.4373913;0.41540217;-6.7825584;-1.3265315;-3.7359078;-3.4836447;-5.3325534;-2.1270118;-6.069156;-2.280095;-4.1877446;-3.5922945;children_playing
42;0.009621263586956521;2836;0.0001233231258601366;0.011105095456126032;1292.879257956535;2658.6952275815215;54.55078125;1.1783476;-466.67157;183.89722;-29.695189;33.477425;7.281569;13.404045;19.741877;15.206377;18.60876;11.269592;16.250105;4.972272;4.8943467;4.591923;-1.3085817;0.8130088;-1.0485551;-2.0209177;-3.3033316;-2.0582266;-1.2208029;-2.3827045;-3.0135112;-2.8634048;-1.713024;-3.507713;-2.0187192;-2.2495868;-4.0538363;-0.7803359;engine_idling
43;0.009229223278985507;2681;9.225868804369073e-05;0.009605138803706783;1306.8793851959979;2680.9774116847825;55.050101902173914;1.186208;-478.92368;188.77504;-34.94525;36.745285;4.2966237;16.288538;15.859311;17.77885;18.02187;13.796153;14.424603;4.7611613;5.004288;4.0362315;-0.08192398;0.27856782;-0.85853624;-1.9381436;-1.6119049;-3.5011804;-1.833824;-3.3519886;-4.0499434;-3.0411801;-1.7869431;-3.5334933;-2.5879204;-1.156561;-3.9461899;-1.5694898;engine_idling
44;0.009795346467391304;2856;7.582318401877679e-05;0.008707650446759281;1343.6822333158484;2757.872792119565;59.66881793478261;1.1882498;-483.40015;188.4474;-35.38058;37.47326;3.9518943;17.201607;13.502535;17.658255;16.657228;14.52317;15.050671;6.5361595;3.548188;3.5410495;-1.658922;-0.29498243;-1.5095391;-1.61143;-1.6294541;-2.5650926;-1.6998551;-3.9940293;-5.341327;-3.3137755;-1.8124533;-3.4454563;-2.9135337;-2.4238288;-5.188698;-2.5164056;engine_idling
45;0.009707597373188406;2702;0.00018383398934409867;0.01355853905411928;1391.2141211263283;2920.588909646739;37.012143342391305;1.1749582;-454.08475;163.36972;-22.051172;33.672894;6.9650626;18.960571;20.613005;16.281841;21.262209;12.8604765;15.084168;4.7387633;6.524695;7.3811812;4.279044;3.391236;-1.3687204;-3.6433551;-2.1755648;0.82153285;0.609428;0.90707654;-2.6135743;-3.4975953;-2.1706772;-3.3562934;-0.39759725;-0.06639143;-2.7356749;-2.7601125;engine_idling
46;0.009877434329710146;2781;0.00019573617373252135;0.013990574753106355;1426.899984421698;3024.0731148097825;33.953804347826086;1.1733092;-452.30948;161.58899;-21.647173;36.67486;3.7202446;21.14126;18.8403;17.386913;20.783646;12.766517;14.938617;4.630935;8.199374;6.9332237;4.872474;2.4651237;-0.77792436;-3.3255484;-1.6837159;1.3017446;0.52874964;1.6761082;-3.4892623;-4.051028;-2.6873782;-3.471945;-0.6058505;0.19959588;-1.9843264;-2.3675363;engine_idling
47;0.05897588315217391;10771;0.0025595089355852033;0.050591586876385396;2389.4149407534946;4411.310716711957;320.4390285326087;1.3798362;-235.5314;165.65746;-52.2053;13.212916;-20.05625;8.539303;-9.249245;6.114748;-13.113601;-6.09342;0.86752504;-2.0768907;-5.2386675;-0.91124815;-5.9724746;2.6571722;-3.4637442;-1.9160478;-5.5580654;-3.1111774;-11.103987;-6.3717194;-4.047451;-3.9414115;-5.545884;-2.074574;-6.1927013;-5.95972;-5.2076907;-3.0629153;children_playing
48;0.010204370471014492;3120;7.704207245915388e-05;0.00877736102426851;1376.341254093593;2792.0762567934785;78.89266304347827;1.1619039;-476.34238;191.33284;-36.05624;36.375378;0.091990106;16.713615;14.864495;18.79385;16.011423;12.119263;13.999465;5.8715954;3.8211582;3.8546305;-2.7465265;-0.2488889;-0.54986733;-2.8092816;-3.4932745;-2.9424272;-1.709828;-3.674526;-4.245429;-4.0578594;-3.1030931;-4.2887697;-3.3481598;-1.7937776;-4.306906;-1.0633591;engine_idling
49;0.00990715579710145;2680;0.0001804374074105266;0.013432699065962485;1228.2061674715503;2523.8162364130435;42.130180027173914;1.184066;-453.84918;172.76114;-19.063309;24.8942;14.682152;8.813044;22.646152;14.881052;18.14283;14.122274;14.136464;7.8181343;4.373056;6.482978;-0.82838225;0.037454545;-0.34673056;-2.307794;-1.0524268;-1.5365071;-0.5690044;-1.9496263;-2.6460078;-1.7311516;-2.2958994;-3.7717738;-2.3064804;-1.2818592;-3.0746398;-0.71365505;engine_idling
50;0.009440104166666666;2789;0.00014064218785891014;0.011859265565720669;1272.9362882588753;2595.968070652174;51.55485733695652;1.1816466;-459.5304;172.28448;-18.356478;22.717358;14.699218;7.683956;21.67847;15.1353035;18.721678;14.787361;12.978106;6.6368294;3.3068154;5.7298493;-0.39408046;0.17958196;-0.43474045;-2.4068215;-1.6982598;-2.635965;-1.4541093;-2.9975908;-3.7886217;-2.0041015;-2.4204211;-3.891643;-2.1246786;-0.98111093;-3.3835158;-1.9500492;engine_idling
51;0.009765625;2931;7.411527036058156e-05;0.008609022531292213;1340.2870094615537;2738.3992866847825;74.58602241847827;1.1690885;-482.40643;192.35724;-36.34953;36.88846;2.3968399;15.503281;14.072709;18.293697;17.07219;13.5589905;14.329342;5.735239;3.1141145;3.599673;-1.677863;-0.2872459;-1.2807441;-2.3687327;-2.702681;-2.8038402;-1.8699827;-3.8532574;-5.015683;-3.7921684;-2.6963587;-4.1294765;-3.343641;-2.5807204;-5.151898;-2.1519308;engine_idling
52;0.009759963768115942;3148;7.652472245453387e-05;0.008747840697003408;1383.1000007526477;2809.3028192934785;71.83975883152173;1.1633468;-476.26358;189.30785;-35.68474;36.28816;0.74366456;17.495749;14.834303;18.176882;15.602499;12.165806;14.761759;5.950578;4.094927;3.5020213;-2.3297386;0.5001077;-0.038476177;-2.9356022;-3.65011;-3.478719;-1.6401578;-3.7006476;-3.7655578;-3.852691;-2.2273798;-3.6423705;-2.7384355;-1.9289142;-4.901604;-1.4189503;engine_idling
53;0.06029778079710145;11258;0.0018361912950222985;0.04285080256827134;2398.6527423997263;4442.892747961957;279.3074898097826;1.3539133;-238.30928;165.61034;-49.523937;15.621646;-17.40491;12.051472;-11.699853;4.15981;-9.369762;0.38170144;0.18192706;-5.148611;-4.7380266;-0.63871086;-8.578803;2.0061824;-4.8711333;-3.895861;-6.5708637;-0.17034842;-5.3537483;-2.8287032;-4.295812;-5.386617;-6.715974;-2.575677;-8.822356;-3.6903589;-4.8962355;-4.834513;children_playing
